DMRT1 FGF9 0.0277633952042364
DMRT1 RSPO1 0.0224785584088019
DMRT1 DHH 0.0175088202271438
DMRT1 CTNNB1 0.045373548543955
DMRT1 PGD2 0.0379747802150046
DMRT1 WT1mKTS 0.0416925829448834
DMRT1 SRY 0.0184662363951167
DMRT1 DKK1 0.0271325115722286
DMRT1 WNT4 0.057107200656096
DMRT1 CBX2 0.0216590027332384
DMRT1 AMH 0.0408469039553811
DMRT1 NR0B1 0.0593311110035037
DMRT1 NR5A1 0.0551356505585284
DMRT1 WT1pKTS 0.04329773999349
DMRT1 FOXL2 0.00679293099160648
DMRT1 UGR 0.0164141090021787
DMRT1 SOX9 0.0472922815379899
DMRT1 GATA4 0.0395763806470596
FGF9 DMRT1 0.00372061863978592
FGF9 RSPO1 0.0196018523675495
FGF9 DHH 0.0219910296697847
FGF9 CTNNB1 0.0193208105941154
FGF9 PGD2 0.028020849951914
FGF9 WT1mKTS 0.0398892210113137
FGF9 SRY 0.00896187204954796
FGF9 DKK1 0.0104680817498766
FGF9 WNT4 0.043110304698717
FGF9 CBX2 0.0141062260304421
FGF9 AMH 0.0326083224642938
FGF9 NR0B1 0.0250220829464783
FGF9 NR5A1 0.0227823989087543
FGF9 WT1pKTS 0.0132082910171738
FGF9 FOXL2 0.018503323403537
FGF9 UGR 0.00913786711417327
FGF9 SOX9 0.0338509112229308
FGF9 GATA4 0.0170352811836529
RSPO1 DMRT1 0.0346001428440024
RSPO1 FGF9 0.0329039999972367
RSPO1 DHH 0.000478664304624109
RSPO1 CTNNB1 0.0356338960073025
RSPO1 PGD2 0.0170560961792149
RSPO1 WT1mKTS 0.0163650310908782
RSPO1 SRY 0.0484900958513301
RSPO1 DKK1 0.0386940063835416
RSPO1 WNT4 0.0268847831096203
RSPO1 CBX2 0.0505602708626187
RSPO1 AMH 0.0234485146779441
RSPO1 NR0B1 0.0482027481626338
RSPO1 NR5A1 0.0513831394867924
RSPO1 WT1pKTS 0.0128593296618807
RSPO1 FOXL2 0.0265714951541238
RSPO1 UGR 0.0273018857896111
RSPO1 SOX9 0.0357471923670566
RSPO1 GATA4 0.0166402031944184
DHH DMRT1 0.0128667344344127
DHH FGF9 0.0289037163555111
DHH RSPO1 0.0105471337000863
DHH CTNNB1 0.016638950508252
DHH PGD2 0.00872455273644369
DHH WT1mKTS 0.0308934838250179
DHH SRY 0.0167341301434843
DHH DKK1 0.0112933062369667
DHH WNT4 0.0424711236579634
DHH CBX2 0.0177283900454032
DHH AMH 0.0219640092465655
DHH NR0B1 0.0489806998887558
DHH NR5A1 0.0203728097492716
DHH WT1pKTS 0.0149690617878435
DHH FOXL2 0.0120002957057399
DHH UGR 0.00735789397646458
DHH SOX9 0.021973139750887
DHH GATA4 0.012666382146526
CTNNB1 DMRT1 0.0432336856547196
CTNNB1 FGF9 0.0218462315583487
CTNNB1 RSPO1 0.0285427571792346
CTNNB1 DHH 0.00790684500385883
CTNNB1 PGD2 0.00980758808615372
CTNNB1 WT1mKTS 0.0177685588929024
CTNNB1 SRY 0.0342227209058529
CTNNB1 DKK1 0.0373355369814662
CTNNB1 WNT4 0.0316220605766616
CTNNB1 CBX2 0.0383795993399238
CTNNB1 AMH 0.0130953910759375
CTNNB1 NR0B1 0.016744932237426
CTNNB1 NR5A1 0.0152332678056685
CTNNB1 WT1pKTS 0.0132233122195835
CTNNB1 FOXL2 0.020105558112717
CTNNB1 UGR 0.0214215958551157
CTNNB1 SOX9 0.0150180419117627
CTNNB1 GATA4 0.00409499187704607
PGD2 DMRT1 0.0226050514110346
PGD2 FGF9 0.0272736437923179
PGD2 RSPO1 0.0167760281289836
PGD2 DHH 0.02312029091886
PGD2 CTNNB1 0.013310712065995
PGD2 WT1mKTS 0.0395461137819433
PGD2 SRY 0.0163732181263563
PGD2 DKK1 0.027093170235505
PGD2 WNT4 0.0397925830498073
PGD2 CBX2 0.0148612113246664
PGD2 AMH 0.0370589884376385
PGD2 NR0B1 0.0436796706116835
PGD2 NR5A1 0.0234385484095205
PGD2 WT1pKTS 0.0179791425877079
PGD2 FOXL2 0.00251048531854554
PGD2 UGR 0.0100697805480742
PGD2 SOX9 0.0223262613206133
PGD2 GATA4 0.0108120896031618
WT1mKTS DMRT1 0.0357818765300202
WT1mKTS FGF9 0.0389880181422448
WT1mKTS RSPO1 0.0220613419501698
WT1mKTS DHH 0.0405608532338964
WT1mKTS CTNNB1 0.0201696696018235
WT1mKTS PGD2 0.0375611228200996
WT1mKTS SRY 0.045753731573766
WT1mKTS DKK1 0.0278611825482629
WT1mKTS WNT4 0.0421628213426468
WT1mKTS CBX2 0.0639477150047066
WT1mKTS AMH 0.0149403780772406
WT1mKTS NR0B1 0.0481687250795239
WT1mKTS NR5A1 0.0641468019023014
WT1mKTS WT1pKTS 0.0407770371411516
WT1mKTS FOXL2 0.0208324009443922
WT1mKTS UGR 0.0375220419688341
WT1mKTS SOX9 0.0436898044665131
WT1mKTS GATA4 0.0230063611202283
SRY DMRT1 0.0192615077045723
SRY FGF9 0.0271181681303438
SRY RSPO1 0.0371478496283743
SRY DHH 0.0124959682927136
SRY CTNNB1 0.0361753091754675
SRY PGD2 0.0099246762302072
SRY WT1mKTS 0.0290625492938491
SRY DKK1 0.0318874396493108
SRY WNT4 0.054308601851218
SRY CBX2 0.0508990327367534
SRY AMH 0.0192279246300788
SRY NR0B1 0.0612311070994355
SRY NR5A1 0.0479486514005427
SRY WT1pKTS 0.0242488076555036
SRY FOXL2 0.023008386115372
SRY UGR 0.0364510071536978
SRY SOX9 0.0345703517525449
SRY GATA4 0.046972092088408
DKK1 DMRT1 0.0617855715693197
DKK1 FGF9 0.0373696357422341
DKK1 RSPO1 0.0389889767947635
DKK1 DHH 0.0520301823564867
DKK1 CTNNB1 0.0379547287914679
DKK1 PGD2 0.0464528026026256
DKK1 WT1mKTS 0.0368604789851434
DKK1 SRY 0.0883263064189387
DKK1 WNT4 0.06200254449051
DKK1 CBX2 0.0173263989492599
DKK1 AMH 0.0305642216259072
