DMRT1 FGF9 0.0156172767807475
DMRT1 RSPO1 0.00844345136864625
DMRT1 DHH 0.00706783242708856
DMRT1 CTNNB1 0.0249983739516614
DMRT1 PGD2 0.00350017612055414
DMRT1 WT1mKTS 0.0155201216315707
DMRT1 SRY 0.0157529893217594
DMRT1 DKK1 -0.00349742452216159
DMRT1 WNT4 0.00701301437667802
DMRT1 CBX2 0.0164582544431566
DMRT1 AMH 0.0168726827074449
DMRT1 NR0B1 0.00815167181310086
DMRT1 NR5A1 0.0213164095082475
DMRT1 WT1pKTS 0.0123826855700605
DMRT1 FOXL2 0.0136244218679062
DMRT1 UGR 0.0101376058287086
DMRT1 SOX9 0.0178135195365523
DMRT1 GATA4 0.00213830060276897
FGF9 DMRT1 0.00836426647520633
FGF9 RSPO1 0.0099515273815787
FGF9 DHH 0.0284227268002589
FGF9 CTNNB1 0.00667947022089951
FGF9 PGD2 0.0173617658955793
FGF9 WT1mKTS 0.00775399210457571
FGF9 SRY 0.00266401848908749
FGF9 DKK1 0.0116911572953627
FGF9 WNT4 0.00502912383598306
FGF9 CBX2 0.0156528658111497
FGF9 AMH 0.016056235110326
FGF9 NR0B1 0.00613112548233414
FGF9 NR5A1 0.0114839446677069
FGF9 WT1pKTS 0.00394476519015974
FGF9 FOXL2 0.00792218678226417
FGF9 UGR 0.00318599447952014
FGF9 SOX9 0.0248629040485953
FGF9 GATA4 0.00240366822800272
RSPO1 DMRT1 0.0179996367488553
RSPO1 FGF9 0.0219578350846081
RSPO1 DHH 0.0133864633536205
RSPO1 CTNNB1 0.0483161218787232
RSPO1 PGD2 0.00779669587992951
RSPO1 WT1mKTS 0.0479211425870335
RSPO1 SRY 0.029075456406013
RSPO1 DKK1 0.0170610601858248
RSPO1 WNT4 0.0432316385474286
RSPO1 CBX2 0.0111684441961249
RSPO1 AMH 0.0161765706500248
RSPO1 NR0B1 0.0680492342830664
RSPO1 NR5A1 0.0281346338606119
RSPO1 WT1pKTS 0.0329796985673985
RSPO1 FOXL2 0.0380919971333845
RSPO1 UGR 0.0464490316494604
RSPO1 SOX9 0.0184147445827378
RSPO1 GATA4 0.0333791788379769
DHH DMRT1 0.0097933376412766
DHH FGF9 0.0192560320224689
DHH RSPO1 -0.000238427460576446
DHH CTNNB1 0.00662917292974183
DHH PGD2 0.00932310977936238
DHH WT1mKTS 0.00213017599064281
DHH SRY 0.0100402494822411
DHH DKK1 0.0126361776733226
DHH WNT4 0.00404673914784274
DHH CBX2 0.0113973213400148
DHH AMH 0.021201547351532
DHH NR0B1 0.0100940930005808
DHH NR5A1 0.00960734033804413
DHH WT1pKTS 0.0079938383790098
DHH FOXL2 0.0075015641824375
DHH UGR 0.00156432897076513
DHH SOX9 0.0186929753522877
DHH GATA4 0.00673438823747252
CTNNB1 DMRT1 0.0246532263358372
CTNNB1 FGF9 0.0160983325069135
CTNNB1 RSPO1 0.0468056107856995
CTNNB1 DHH 0.0140441483576082
CTNNB1 PGD2 0.0152284198222631
CTNNB1 WT1mKTS 0.0428684160639208
CTNNB1 SRY 0.0373982377542397
CTNNB1 DKK1 0.0370423377388741
CTNNB1 WNT4 0.0476359673247474
CTNNB1 CBX2 0.017864659756847
CTNNB1 AMH 0.00792061394759489
CTNNB1 NR0B1 0.0627162091752774
CTNNB1 NR5A1 0.0372980730684807
CTNNB1 WT1pKTS 0.0295254718127778
CTNNB1 FOXL2 0.0356325701492518
CTNNB1 UGR 0.0450368266196459
